mounth,failCount,failPause,failMax,lifeTime,activeLife,calls,tariffPrice,tariffSpeed,payments,paymentSum,sms,outflow
1,4,56220,40860,69056883,65836800,0,800,100,3,2400,0,0
1,3,49735,46980,68711104,65923200,0,990,100,3,2970,7,0
1,1,23460,23460,68371560,68169600,0,880,50,3,2640,1,0
1,3,49735,46980,67329521,63405137,5,999,100,4,3053,2,0
1,3,49735,46980,66873599,66873600,0,600,100,2,3750,0,0
1,1,23460,23460,66211160,68515200,0,880,50,3,2520,0,0
1,5,65340,40920,65953216,68428800,0,650,100,4,2600,0,0
1,3,49735,46980,65358492,47260800,0,880,50,3,2640,2,0
1,1,23460,23460,2937599,2937600,3,600,100,2,1260,2,0
1,3,49735,46980,65750399,65750400,1,600,100,2,1200,1,0
1,4,64140,40800,65363396,65923200,0,500,50,3,2210,3,0
1,1,23460,23460,64831671,65923200,0,880,50,3,2640,5,0
1,1,23460,23460,56448120,52876800,0,880,50,3,2640,2,0
1,1,23460,23460,64022399,56160000,0,600,100,1,600,0,0
1,1,23460,23460,63417599,63417600,3,600,100,3,2300,1,0
1,1,23460,23460,33868799,33091200,5,800,100,4,3387,7,0
1,1,23460,23460,62065313,60652800,0,1265,100,5,5695,2,0
1,3,49735,46980,61775999,61776000,6,600,100,4,2368,4,0
1,1,23460,23460,59746329,59766914,7,600,100,3,2550,3,0
1,1,23460,23460,58924799,58924800,0,600,100,1,4000,0,0
1,1,23460,23460,58665599,58665600,0,600,100,3,1779,0,0
1,3,49735,46980,58665599,58665600,0,600,100,3,1797,0,0
1,1,23460,23460,57757539,58492800,0,1265,100,3,3795,4,0
1,1,23460,23460,57628799,57628800,1,600,100,3,1800,1,0
1,3,49735,46980,57220693,58147200,2,880,50,3,2640,6,0
1,1,23460,23460,55814399,55814400,1,600,100,3,1800,0,0
1,0,0,0,53248426,23825123,0,600,100,1,500,3,0
1,3,49735,46980,55123199,38620800,2,650,100,2,2574,1,0
1,1,23460,23460,54650461,55468800,0,880,50,3,2640,3,0
1,3,49735,46980,51616285,52790400,0,650,100,3,1950,3,0
1,1,23460,23460,51407999,51408000,0,600,100,3,1800,0,0
1,1,23460,23460,50924445,52876800,0,880,50,3,2640,2,0
1,2,47040,47040,50496669,47433600,0,500,50,3,2220,2,0
1,4,54780,53640,50503102,52876800,0,500,50,3,2250,1,0
1,1,23460,23460,49593599,20822400,0,600,100,2,403,0,0
1,1,23460,23460,48902399,48902400,0,880,50,3,3520,2,0
1,1,23460,23460,48902399,46224000,2,600,100,5,1755,2,0
1,1,23460,23460,47865599,47865600,0,600,100,3,1800,1,0
1,1,23460,23460,47519999,47520000,0,990,100,4,3960,1,0
1,4,67800,47100,46828799,44496000,0,500,50,3,1500,3,0
1,3,56400,40920,46483199,45187200,0,500,50,3,2203,3,0
1,1,23460,23460,45187199,45187200,7,600,100,3,2700,1,0
1,1,23460,23460,45100799,45100800,2,600,100,4,2150,6,0
1,1,23460,23460,43631999,43632000,0,880,50,3,2640,3,0
1,1,23460,23460,42422399,32832000,6,800,300,1,132,2,0
1,1,23460,23460,42940799,42940800,0,800,300,4,3370,0,0
1,3,49735,46980,42422399,42249600,0,880,50,3,2640,2,0
1,3,49735,46980,41039999,36720000,1,880,50,3,4348,4,0
1,1,23460,23460,41817599,36979200,1,500,50,3,1500,2,0
1,3,49735,46980,41299199,41299200,0,600,100,3,1800,0,0
1,2,43260,43260,40607999,36288000,1,650,100,3,4920,4,0
1,4,51180,47040,40262399,37324800,1,500,50,3,1735,4,0
1,1,23460,23460,37843199,34041600,6,650,100,4,3317,18,0
1,3,49735,46980,39916799,39916800,1,600,100,3,2450,0,0
1,3,53640,53640,39225599,38707200,0,650,100,3,2605,3,0
1,7,263163,121680,39311999,39139200,2,800,100,4,2400,8,0
1,3,53700,53700,38793599,30153600,1,500,50,4,2610,3,0
1,3,49735,46980,37929599,37929600,0,880,50,3,2640,0,0
1,2,47100,47100,13910399,13910400,0,500,50,4,2973,3,0
1,1,23460,23460,37843199,37843200,5,500,50,3,1500,7,0
1,1,23460,23460,37670399,37670400,4,600,100,3,1800,1,0
1,0,0,0,27129599,16502400,0,990,100,0,0,0,0
1,3,49735,46980,36806399,36806400,3,600,100,4,3200,1,0
1,1,23460,23460,36115199,36115200,2,500,50,4,2720,1,0
1,10,63120,43140,35251199,35078400,0,500,50,3,2220,4,0
1,1,23460,23460,34473599,34041600,0,990,100,3,2941,3,0
1,1,23460,23460,34559999,34560000,0,600,100,3,1800,0,0
1,3,49735,46980,33350399,33350400,0,1595,1000,4,6028,4,0
1,1,23460,23460,36806399,36720000,0,500,50,3,2390,5,0
1,1,23460,23460,406186122,404418725,0,899,70,3,2790,2,0
1,2,47100,47100,367931683,267840000,3,750,5,5,2875,4,0
1,1,23460,23460,277818121,263520000,0,500,50,3,2320,0,0
1,1,23460,23460,359204647,360460800,0,500,50,3,1500,3,0
1,2,46980,46980,357123690,357609600,3,650,100,1,1650,0,0
1,1,23460,23460,392364631,402969600,0,650,100,3,1800,0,0
1,1,23460,23460,355918080,184032000,2,770,25,3,2310,4,0
1,5,57900,42540,354709116,352339200,0,500,50,2,1300,0,0
1,1,23460,23460,355475330,283987002,0,880,50,3,2600,3,0
1,4,34440,19080,355472907,302572800,1,650,100,3,2660,7,0
1,3,49735,46980,354870876,354676831,1,880,50,3,2640,4,0
1,3,49735,46980,354962547,324333062,0,880,50,3,2640,3,0
1,3,47100,47040,353671966,339465600,0,500,50,3,2220,6,0
1,5,57840,42540,354361291,352598400,0,500,50,3,1500,3,0
1,1,23460,23460,354361488,205632000,0,880,50,3,2630,1,0
1,8,55200,41280,349344300,326073600,1,500,50,3,2220,3,0
1,3,49735,46980,353759143,353959703,4,880,50,3,2640,7,0
1,4,64260,40920,353678252,307884014,0,500,50,3,1830,5,0
1,1,23460,23460,353748352,344263056,1,990,200,3,2685,5,0
1,1,23460,23460,352890758,347558725,0,899,70,3,2030,3,0
1,5,53935,47040,352286489,299635200,0,500,50,3,2220,1,0
1,1,23460,23460,352879212,303191777,0,770,25,0,0,0,0
1,3,49735,46980,352800720,347811710,3,880,50,2,2600,3,0
1,1,23460,23460,352795957,322880442,0,770,25,3,2310,3,0
1,3,49735,46980,352548152,348106502,1,880,50,5,4100,3,0
1,3,49735,46980,352533985,347583510,1,770,25,3,2310,3,0
1,10,76440,59340,409034413,344822400,0,500,50,3,1895,1,0
1,3,49735,46980,352280166,351817005,3,770,25,3,2330,0,0
1,2,47040,47040,348911049,338947200,0,500,50,3,2060,0,0
1,5,57900,42540,351064181,196214400,0,650,100,3,2500,6,0
1,1,23460,23460,351679648,305165268,0,880,50,3,2640,4,0
1,1,23460,23460,351244142,349243737,0,770,25,5,2300,2,0
1,3,57600,41940,351253917,346896000,6,500,50,3,2000,3,0
1,3,49735,46980,350634169,350207605,2,500,50,4,1600,0,0
1,1,23460,23460,350136760,341884800,0,500,50,1,1300,0,0
1,10,76440,59340,350471136,336441600,0,500,50,3,1500,3,0
1,4,56160,40800,349870911,346896000,0,650,100,4,3800,0,0
1,1,23460,23460,350033399,350162757,0,880,50,4,2640,3,0
1,1,23460,23460,349092781,344299407,4,1265,100,4,3964,4,0
1,3,49735,46980,349250647,273196800,0,500,50,3,3100,3,0
1,5,86520,56520,348668526,342809077,1,550,50,3,2370,6,0
1,3,57600,41940,344434183,339379200,2,500,50,2,3000,4,0
1,3,49735,46980,347958934,309101651,1,880,50,2,3550,4,0
1,3,47100,47040,347957735,334368000,4,500,50,3,2220,6,0
1,2,43260,43260,407148461,337043373,0,600,100,4,2900,4,0
1,1,23460,23460,347612991,340243303,0,880,50,3,2640,0,0
1,2,26215,23460,347361125,273715200,26,999,100,4,3817,8,0
1,2,47040,47040,345904116,332650882,0,770,25,3,2340,3,0
1,1,23460,23460,411016770,411664423,0,880,50,3,2650,0,0
1,1,23460,23460,412587412,365558400,0,500,50,4,1860,4,1
1,1,23460,23460,242006399,242006367,0,120,1,3,3600,3,0
1,4,56220,40860,367845036,324762125,0,800,100,3,2300,3,0
1,1,23460,23460,367848577,344805198,0,880,50,3,2640,3,0
1,1,23460,23460,364474319,358234829,0,600,100,3,1800,0,0
1,0,0,0,361790664,256783141,0,880,50,0,0,0,0
1,1,23520,23520,358691875,324002272,0,880,50,0,0,0,0
1,4,56160,40800,364909146,170812800,0,500,50,2,480,7,0
1,3,49735,46980,363439383,315093747,0,880,50,3,2690,4,0
1,3,49735,46980,363163584,306547313,0,1265,100,3,2570,4,0
1,1,23460,23460,362225955,327060855,0,1265,100,1,2580,5,0
1,1,23460,23460,360751338,173664000,3,500,50,3,1500,6,0
1,1,23460,23460,318426438,318781940,0,880,50,4,2850,0,0
1,3,58020,42120,412344554,376617600,0,500,50,3,2320,1,0
1,1,23460,23460,139581866,55036800,0,899,70,4,3468,6,0
1,3,56040,56040,107520023,107284960,1,500,50,3,1500,3,0
1,5,86520,56520,410853265,399340800,0,500,50,1,1000,0,0
1,1,23460,23460,414214454,409250504,1,880,50,3,2640,18,0
1,1,23460,23460,412850212,371174400,8,500,50,0,0,4,0
1,5,57900,42540,380808264,363139200,0,650,100,2,1670,6,0
1,4,64140,40800,414133868,373766400,0,650,100,3,1950,3,0
1,11,86700,72780,412323039,342489600,0,650,100,1,1450,5,0
1,1,23460,23460,373367161,347414400,0,500,50,1,700,0,0
1,1,23460,23460,375514844,373728777,0,880,50,3,2640,3,0
1,2,47040,47040,234424458,36633600,0,650,100,3,2670,0,0
1,2,47040,47040,231329705,134265600,0,650,100,3,2400,3,0
1,3,49735,46980,230902933,202348800,0,600,25,3,1800,3,0
1,3,49735,46980,226486890,222819828,8,770,25,3,2510,11,0
1,3,49735,46980,225892239,226368000,1,650,100,4,2500,0,0
1,3,49735,46980,222948874,73440000,0,500,50,1,750,5,1
1,2,47040,47040,219825183,184204800,1,500,50,3,2220,3,0
1,2,47040,47040,217079467,183859200,0,500,50,3,2220,6,0
1,2,46980,46980,215174284,216172800,0,500,50,3,2060,1,0
1,3,49735,46980,208594707,207326359,2,880,50,3,2640,1,0
1,1,23460,23460,201011582,194639042,0,600,100,4,2400,0,0
1,3,49735,46980,197034996,142214400,0,880,50,2,2000,0,0
1,4,67800,47100,190632730,184790553,7,650,100,6,2680,5,0
1,3,49735,46980,194423603,190841787,1,500,50,3,2100,5,0
1,3,49735,46980,370598468,288817219,1,880,50,3,2810,3,0
1,2,43260,43260,378822682,254620800,0,500,50,4,2370,4,0
1,1,23460,23460,384522461,360460800,0,650,100,3,2700,4,0
1,1,23460,23460,210070882,204249600,0,800,100,3,2400,3,0
1,5,57840,42540,163257472,150859272,0,500,50,3,2400,4,0
1,1,23460,23460,107872140,105824384,10,650,100,4,2478,8,0
1,3,49735,46980,372597636,357058962,3,880,50,3,2790,2,0
1,4,59093,40800,384257427,378953703,0,849,100,7,3493,2,0
1,1,23460,23460,384868185,224452006,0,770,25,3,2310,3,0
1,2,47040,47040,381577269,364780800,2,650,100,4,6670,5,0
1,11,26661,19281,254737868,226442249,6,990,50,3,2970,2,0
1,4,9720,5760,2851199,2851200,1,849,100,1,920,2,0
1,4,64140,40860,412917676,413337600,3,500,50,1,3000,1,0
1,3,49795,47040,383129837,349920000,0,650,100,4,3200,2,0
1,10,73560,59460,414482672,389836800,0,500,50,3,2060,4,0
1,1,23460,23460,372329753,166309599,2,770,25,3,2310,3,0
1,2,47040,47040,379589262,378777600,0,650,100,4,2550,4,0
1,1,23460,23460,383919211,335031645,0,880,50,3,2970,1,0
1,4,24540,24360,35337599,35337600,0,650,100,1,1300,0,0
1,1,23460,23460,376387683,187742622,0,880,50,3,2640,4,0
1,1,23460,23460,379167066,308287820,2,990,100,3,3380,4,0
1,1,23460,23460,384261773,317889573,0,1430,200,3,4290,4,0
1,1,23520,23520,381764678,107654400,0,650,100,1,240,0,0
1,1,23460,23460,380193211,315792000,0,650,100,4,3240,2,0
1,1,23460,23460,378292778,288226411,0,990,100,3,2980,3,0
1,3,49735,46980,383060554,260496000,1,600,100,4,2400,1,0
1,5,57960,42600,414387203,408067200,0,800,100,3,2400,1,0
1,2,23640,23460,373698655,236908800,0,500,50,1,1000,2,0
1,1,23460,23460,374311834,375909071,0,770,25,0,0,0,0
1,1,23460,23460,326257989,289872000,3,880,50,3,2640,3,0
1,4,56160,40800,411803229,360720000,0,500,50,3,1770,1,0
1,3,49735,46980,373005744,329529600,0,500,50,4,2391,2,0
1,1,23460,23460,373699126,374286898,0,880,50,3,2640,0,0
1,4,64140,40800,411711404,402969600,0,500,50,2,1720,5,0
1,3,49735,46980,376382519,256352272,0,880,50,3,2620,2,0
1,3,56400,40920,376998952,285033600,0,500,50,3,1800,3,0
1,1,23460,23460,383228029,376012800,0,650,100,3,2670,0,0
1,5,65280,40860,374136618,326419200,0,500,50,3,2200,3,0
1,2,47040,47040,376400540,366329195,3,699,70,4,4300,4,0
1,1,1140,1140,30326400,27648000,0,1050,200,3,4050,3,0
1,1,1140,1140,28598400,21772800,0,800,100,2,2200,2,0
1,1,1140,1140,27907200,25315200,1,800,100,4,4350,3,0
1,1,1140,1140,28339200,15984000,0,800,100,3,2158,2,0
1,1,1140,1140,28252800,25660800,8,800,100,3,4460,9,0
1,1,1140,1140,24451200,19008000,0,1400,300,2,2724,2,0
1,1,1140,1140,28339200,23414400,4,800,100,4,2300,2,0
1,1,1140,1140,28252800,14947200,0,800,100,0,0,5,0
1,1,1140,1140,28598400,26006400,0,800,100,3,2400,1,0
1,1,1140,1140,28339200,25747200,0,800,100,3,3900,2,0
1,1,1140,1140,28339200,25747200,3,1050,200,2,2100,6,0
1,1,1140,1140,28339200,25747200,0,800,100,2,1600,1,0
1,1,1140,1140,28252800,18316800,0,800,100,4,3200,2,0
1,1,1140,1140,28339200,15206400,1,800,100,4,4962,1,0
1,1,1140,1140,28339200,25747200,0,800,100,2,1600,1,0
1,1,1140,1140,28252800,25488000,0,800,100,3,2355,1,0
1,1,1140,1140,28252800,25660800,0,800,100,3,2177,3,0
1,1,1140,1140,27907200,25315200,0,800,100,4,3450,4,0
1,1,1140,1140,28166400,25574400,0,800,100,2,1800,1,0
1,1,1140,1140,28166400,25574400,0,800,100,3,2381,2,0
1,1,1140,1140,27734400,25056000,2,800,100,4,3200,2,0
1,1,1140,1140,28166400,23846400,4,800,100,3,2339,0,0
1,1,1140,1140,27648000,18576000,0,800,100,0,0,6,0
1,1,1140,1140,27043200,23241600,0,800,100,3,3900,2,0
1,1,1140,1140,25660800,12355200,0,800,100,0,0,3,0
1,1,1140,1140,19785600,17193600,0,800,100,3,2400,0,0
1,1,1140,1140,17712000,14947200,0,800,100,3,2355,2,0
1,0,0,0,15897600,12614400,1,800,100,3,2250,4,0
1,1,1140,1140,7257600,4665600,0,999,100,4,4000,1,0
1,1,1140,1140,6307200,3715200,0,899,70,4,5374,3,0
1,1,1140,1140,5097600,2678400,2,899,70,3,5000,2,0
1,1,1140,1140,4233600,1641600,1,899,70,3,1469,2,0
1,1,1140,1140,106139181,103594443,0,800,100,3,2700,0,0
1,1,1140,1140,105009712,102648293,0,800,100,2,1800,6,1
1,1,1140,1140,105187930,90237240,4,800,100,4,3000,2,0
1,1,1140,1140,28252800,25142400,0,1050,200,2,3140,2,0
1,1,1140,1140,103725490,99417880,0,800,100,3,2400,2,0
1,1,1140,1140,98003223,94274193,0,800,100,1,1600,1,0
1,1,1140,1140,92996433,77323215,0,800,100,2,1600,2,0
1,1,1140,1140,90747758,88048357,1,1400,300,3,4800,1,0
1,1,1140,1140,28252800,25660800,3,800,100,4,2400,2,0
1,1,1140,1140,66830746,63767344,0,800,100,3,2700,3,0
1,1,1140,1140,84534527,81983619,0,800,100,3,2400,0,0
1,1,1140,1140,85649171,83096285,0,800,100,3,2700,0,0
1,1,1140,1140,28598400,26006400,0,1400,300,3,2697,5,0
1,1,1140,1140,85141658,78866847,0,800,100,3,3000,1,0
1,1,1140,1140,84708577,82166197,0,800,100,3,2400,0,0
1,1,1140,1140,80569904,77851572,0,800,100,4,3200,0,0
1,1,1140,1140,75454924,72550661,0,800,100,2,1850,1,0
1,1,1140,1140,28252800,25660800,1,800,100,3,2400,1,0
1,1,1140,1140,72258655,69368993,0,800,100,2,1800,0,0
1,1,1140,1140,72269865,65495638,2,800,100,3,2550,0,0
1,1,1140,1140,72263715,62899248,5,800,100,1,1100,0,0
1,1,1140,1140,72275636,13305600,1,800,100,1,1240,0,0
1,1,1140,1140,72093832,63669654,0,1050,200,0,0,6,0
1,0,0,0,65694981,55181673,0,800,100,0,0,0,0
1,1,1140,1140,62324399,59751383,0,800,100,4,3200,1,0
1,1,1140,1140,47001600,43632000,0,800,100,3,2700,2,0
1,1,23460,23460,192799902,133306978,2,600,100,4,2405,3,0
1,9,63240,49320,105011821,97459200,0,500,50,2,3300,4,0
1,1,23460,23460,98525935,100294676,0,800,100,3,2400,6,0
1,2,47040,47040,60865097,60620992,4,650,100,3,1950,3,0
1,3,4440,3180,232873090,178080681,0,990,50,3,2940,0,0
1,3,49735,46980,373970359,373506896,1,880,50,3,3900,0,0
1,1,23460,23460,371968948,374025600,3,500,50,3,2320,0,0
1,2,43140,43140,411717373,181699200,0,500,50,3,2800,3,0
1,2,43140,43140,39052799,37929600,0,800,100,3,2400,3,0
1,4,56220,40860,413437075,393996889,0,500,50,3,1500,2,0
1,4,56160,40800,412735801,316051200,0,500,50,3,2100,0,0
1,4,85804,71224,131633979,120583872,0,600,100,1,200,2,1
1,3,49735,46980,386228864,386699732,0,770,25,3,2310,0,0
1,2,46980,46980,386078602,363744000,1,500,50,3,1509,5,0
1,2,46980,46980,386165070,383989649,3,699,70,3,3000,3,0
1,3,47100,47040,385715080,345600000,0,500,50,3,2220,1,0
1,4,64140,40800,413014040,363830400,0,500,50,4,2480,4,0
1,1,23460,23460,228911339,163616968,1,500,50,2,1000,2,0
1,3,57600,41940,370949134,365385600,0,500,50,3,2220,2,0
1,2,47100,47100,345803376,330220800,2,900,10,1,961,1,0
1,3,49735,46980,375349361,374616165,4,600,100,3,1800,1,0
1,4,82923,68283,376572822,334540800,0,500,50,3,1500,6,0
1,4,51180,47040,376402556,373593600,14,500,50,4,2460,26,0
1,1,23460,23460,375171772,349144700,1,880,50,4,2700,0,0
1,2,47040,47040,376123592,205718400,0,500,50,6,2220,0,0
1,2,18840,15300,377270391,318470400,0,650,100,0,0,1,0
1,12,13646,8906,158223720,121212735,1,500,50,4,2000,8,0
1,4,4380,3120,102765782,103734307,20,990,50,3,2970,7,0
1,4,4380,3120,56624319,26524800,1,990,50,3,2970,3,0
1,13,73975,45900,270278287,260841600,0,650,100,3,1950,1,0
1,1,23460,23460,383719159,378604800,1,500,50,3,1500,1,0
1,2,47040,47040,382181110,202694400,2,500,50,1,726,41,0
1,6,228116,84604,383056209,355269439,11,500,50,3,2220,5,0
1,37,274640,81469,214730357,184636800,4,500,50,1,500,3,0
1,14,45253,22140,184830361,181385833,20,699,100,4,1388,9,0
1,7,27844,17400,35423999,35251200,0,650,100,3,2250,4,0
1,22,148320,50329,14515199,3974400,0,990,100,0,0,5,0
1,3,49735,46980,384854317,285292800,4,880,50,3,2650,4,0
1,0,0,0,85736214,87091200,0,990,50,5,3980,1,0
1,5,12110,10730,79590570,79084390,0,1100,100,3,3300,3,0
1,0,0,0,49887511,47338442,5,1265,100,4,6472,8,0
1,1,23460,23460,384873876,281836800,0,880,50,3,3240,1,0
1,3,49735,46980,389862883,384727460,2,880,50,2,2000,3,0
1,1,23460,23460,227352608,160542931,0,999,100,3,2025,3,0
1,5,57900,42540,193919875,133138100,1,500,50,5,2270,6,0
1,1,23460,23460,84006837,84499200,1,650,100,3,1950,2,0
1,3,49735,46980,378295913,377768368,0,1000,200,3,3000,0,0
1,1,23460,23460,376563767,372732457,9,770,25,6,2365,1,0
1,2,47100,47100,374141629,331084800,0,650,100,2,1300,3,0
1,1,23460,23460,411707094,394039316,1,770,25,2,1540,5,0
1,3,49735,46980,374308226,370656000,3,650,100,3,2200,0,0
1,1,23460,23460,366790376,295765544,3,880,50,2,4997,8,0
1,1,23460,23460,382429266,376059806,0,770,25,4,3500,0,0
1,1,23460,23460,380985895,344976124,0,770,25,3,2310,0,0
1,3,49735,46980,373969860,373507200,8,650,100,3,2890,13,0
1,4,51180,47040,382522135,370310822,0,500,50,3,2070,1,0
1,3,56340,40860,375776882,334022400,2,500,50,3,1500,2,0
1,10,84540,72780,371120764,347760000,0,650,100,3,2360,3,0
1,1,23460,23460,370943738,279144773,0,770,25,3,2340,0,0
1,1,23460,23460,369744732,357264000,0,600,100,3,1800,3,0
1,3,56460,40920,369492301,368582400,0,500,50,3,2619,0,0
1,1,23460,23460,401622142,400550400,0,650,100,3,2670,0,0
1,1,23460,23460,400843167,321327622,0,999,100,4,3537,5,0
1,1,23460,23460,407412438,284428800,4,500,50,3,1670,4,0
1,1,23460,23460,407329410,397267200,0,770,25,3,2310,3,0
1,1,23460,23460,404111101,389116905,0,770,25,3,2870,2,0
1,4,66180,41940,402471539,270864000,0,500,50,3,2708,4,0
1,3,41753,39000,407847671,408067200,0,500,50,3,2220,0,0
1,10,84360,60600,398512469,365990400,0,500,50,3,2060,4,0
1,1,23460,23460,395986347,316811486,1,699,70,4,3309,3,0
1,3,49735,46980,395153280,393810331,2,990,100,3,2970,5,0
1,4,56220,40860,395915279,392428800,0,500,50,3,2660,2,0
1,4,84953,61373,395214358,371779200,1,500,50,3,1500,2,0
1,1,23460,23460,396596184,395712000,0,650,100,3,2670,0,0
1,1,23460,23460,394865905,369548192,0,880,50,3,2640,3,0
1,3,49735,46980,394178100,389836800,2,500,50,3,2110,2,0
1,3,49735,46980,392283087,288230400,0,899,70,2,1123,1,0
1,1,23460,23460,392710901,389158149,0,500,50,4,2000,0,0
1,4,48240,47040,391242999,334886400,0,500,50,2,1700,3,0
1,1,23460,23460,390891649,357955200,0,880,50,3,2680,1,0
1,3,49735,46980,390637191,327301644,0,880,50,3,2660,3,0
1,5,65340,40920,390473824,381039459,0,800,100,3,2108,8,0
1,4,64140,40800,407856012,397612800,1,500,50,4,2320,0,0
1,1,23460,23460,389434675,376213280,0,899,70,3,2377,2,0
1,11,1080,1020,390459572,382121973,1,880,50,3,2640,11,0
1,1,23460,23460,390298909,297176836,0,990,100,3,3000,2,0
1,1,23460,23460,388466573,387689592,1,770,25,3,2310,4,0
1,2,46980,46980,390382407,349401600,0,500,50,3,1500,3,0
1,4,51060,46920,389420042,358992069,0,500,50,3,1500,3,0
1,1,23460,23460,388749974,389062735,0,770,25,3,2250,1,0
1,3,53640,53640,389415972,389750400,0,500,50,3,1500,1,0
1,2,47040,47040,389186740,379209600,0,650,100,0,0,0,0
1,3,49735,46980,388831462,369774275,6,880,50,4,2540,3,0
1,1,23460,23460,388826392,352927121,0,800,100,2,1600,3,0
1,1,23460,23460,388222450,381369600,1,650,100,3,2630,0,0
1,4,51180,47040,388239573,309484800,0,500,50,0,0,0,0
1,3,49735,46980,388490772,353449500,0,770,25,2,1750,3,1
1,1,23460,23460,388471087,307894323,0,600,100,3,1800,4,0
1,3,47100,47040,388209073,379555200,0,650,100,3,2660,1,0
1,3,49735,46980,388064961,294796936,0,880,50,2,1760,3,0
1,1,23460,23460,388043385,383039974,0,600,100,4,2490,0,0
1,1,23460,23460,387429914,321681797,0,990,100,3,5253,0,0
1,1,23460,23460,386589565,388371087,1,770,25,3,2310,4,0
1,2,47040,47040,386331442,304905600,0,500,50,2,1000,3,0
1,3,49735,46980,386414438,381953711,0,880,50,3,2600,3,0
1,5,86520,56520,409135465,400204800,2,500,50,2,2400,5,0
1,4,56220,40860,410601151,407808000,0,500,50,3,2250,0,0
1,3,53640,53640,408788858,294972971,0,500,50,3,1920,4,0
1,1,23460,23460,407851248,407980800,6,650,100,5,3800,0,0
1,1,23460,23460,406719004,297303231,2,500,50,3,1400,5,0
1,5,57780,42480,406278932,207446400,0,500,50,3,3000,4,0
1,2,46980,46980,370951732,369692212,0,770,25,3,2310,8,0
1,4,66180,41940,370946337,276307200,1,500,50,3,2030,5,0
1,10,76440,59340,367072931,347500800,2,500,50,5,2970,0,0
1,1,23460,23460,366286799,213062400,3,1265,100,3,4845,4,0
1,1,23460,23460,366292161,331850594,0,770,25,2,1650,7,0
1,1,23460,23460,365850955,355120639,0,600,100,4,2450,0,0
1,2,47040,47040,366120885,139714917,0,699,70,3,2560,3,0
1,1,23460,23460,365257254,263941814,0,880,50,3,2640,3,0
1,1,23460,23460,364293332,362973871,0,770,25,3,2510,4,0
1,1,23460,23460,382508629,381885738,0,990,100,3,2970,6,0
1,14,69630,48210,295540847,293923771,0,500,50,3,1500,3,0
1,14,69630,48210,295439245,263952000,0,650,100,3,1850,3,0
1,11,29640,15360,295352916,292723200,0,650,100,3,1950,1,0
1,13,31020,15480,295344568,290476800,0,650,100,3,1850,3,0
1,3,7453,6133,295338850,290554221,11,1595,300,4,5200,3,0
1,11,24120,13740,295335912,224316159,0,500,50,3,1350,2,0
1,12,36000,21720,295260339,168739200,0,500,50,3,1500,1,0
1,14,30120,15540,295248249,223229632,0,650,100,2,1300,1,0
1,9,23520,13560,295168445,190598400,0,500,50,2,1000,0,0
1,14,36480,21960,295157924,295401600,0,650,100,3,1950,6,0
1,9,23460,13440,295085899,293678862,2,650,100,3,1950,4,0
1,14,30120,15540,295075235,295488000,0,650,100,4,1800,2,0
1,13,31020,15480,295072750,293068800,0,650,100,3,1950,6,0
1,13,31020,15480,294991633,295401600,0,650,100,3,2050,0,0
1,13,31020,15480,294988601,172281600,0,500,50,3,1300,3,0
1,10,29460,15300,294898862,282355200,0,500,50,1,1240,6,0
1,15,36360,21780,294914291,288264399,0,500,50,3,1500,0,0
1,13,31020,15480,294910085,292896000,0,500,50,3,1500,6,0
1,15,37020,21900,294903725,295660800,0,650,100,3,2600,0,0
1,11,24120,13740,294827853,295488000,0,500,50,4,2050,1,0
1,9,23460,13440,294823525,296271234,4,650,100,3,1950,2,0
1,5,12110,10730,294816079,295191450,1,990,50,3,2900,0,0
1,10,23820,13560,294735142,103766400,0,500,50,2,1000,4,0
1,9,23520,13560,294400615,263890807,0,500,50,3,1500,8,0
1,11,23940,13620,294380814,295315200,0,500,50,3,1500,0,0
1,10,29460,15300,294319347,151113600,0,650,100,3,1950,0,0
1,11,29640,15420,294316183,292809600,2,1000,200,0,0,11,0
1,9,23520,13560,294380558,295401600,0,500,50,3,1500,0,0
1,5,28860,18120,291626701,270023967,0,800,100,0,0,0,0
1,10,29460,15300,294226973,292809600,0,1100,300,3,3200,3,0
1,13,37740,21720,294296837,295401600,0,500,50,3,1400,3,0
1,17,64235,48935,294383344,292871527,1,800,100,4,3200,2,0
1,8,23315,13380,294396363,289726678,0,650,100,3,1950,2,0
1,15,36360,21780,294406569,278152211,0,650,100,3,1950,4,0
1,12,36000,21720,294149518,192240000,0,650,100,1,550,0,0
1,14,69630,48210,294217368,296558372,0,800,100,3,2396,0,0
1,11,29640,15360,294212577,292723200,7,650,100,4,1950,0,0
1,13,37740,21720,294140065,267667485,2,849,100,1,215,1,0
1,13,37740,21720,294139219,285120000,0,500,50,3,1500,1,0
1,13,37740,21720,294138541,291214428,0,500,50,3,1650,3,0
1,13,31020,15480,294044474,284774400,0,650,100,3,1950,3,0
1,14,30120,15540,294037227,293550182,0,650,100,3,1950,6,0
1,10,29460,15300,293975733,285206400,0,650,100,3,1650,6,0
1,10,25620,13440,293955286,288633761,0,650,100,3,1950,6,0
1,10,23820,13560,293869062,290304000,0,650,100,3,1500,1,0
1,11,23940,13620,293712813,287809131,8,849,100,5,2850,5,0
1,7,16980,13320,293618452,277862400,2,650,100,3,1950,0,0
1,11,29640,15360,293605593,150682876,0,650,100,1,650,2,0
1,8,8580,6960,293540328,249696000,0,1100,300,3,1980,4,0
